Timestamp,EURUSD,GBPUSD,USDJPY,XAUUSD,DJI,DXY,NDXT,SP500
2019.02.21-01:00:00,1.13462,1.30443,110.74799999999999,1340.54,25954.4,96.45,7062.75,2785.07
2019.02.21-02:00:00,1.13425,1.3042,110.67299999999999,1340.32,25954.4,96.49,7058.94,2783.85
2019.02.21-03:00:00,1.13343,1.3031,110.70700000000001,1337.44,25954.4,96.57,7058.8,2784.01
2019.02.21-04:00:00,1.13382,1.30319,110.84700000000001,1338.95,25954.4,96.55,7086.4,2792.07
2019.02.21-05:00:00,1.1348,1.30504,110.811,1339.85,25954.4,96.49,7098.77,2795.81
2019.02.21-06:00:00,1.13496,1.30449,110.789,1340.15,25954.4,96.48,7097.4,2795.31
2019.02.21-07:00:00,1.1336,1.30302,110.721,1338.87,25954.4,96.56,7089.81,2792.61
2019.02.21-08:00:00,1.13301,1.3028899999999999,110.76899999999999,1337.51,25954.4,96.61,7087.4,2791.85
2019.02.21-09:00:00,1.13347,1.3039100000000001,110.759,1338.93,25954.4,96.58,7081.97,2790.07
2019.02.21-10:00:00,1.1355600000000001,1.30837,110.742,1335.95,25954.4,96.43,7078.9,2789.25
2019.02.21-11:00:00,1.1327200000000002,1.30663,110.7,1333.31,25954.4,96.62,7079.17,2788.25
2019.02.21-12:00:00,1.13442,1.30691,110.734,1335.81,25954.4,96.55,7082.9,2788.75
2019.02.21-13:00:00,1.1349799999999999,1.30571,110.74600000000001,1333.79,25954.4,96.54,7078.8,2787.35
2019.02.21-14:00:00,1.13517,1.3074700000000001,110.706,1334.94,25954.4,96.44,7060.8,2782.0
2019.02.21-15:00:00,1.13621,1.3086799999999998,110.63799999999999,1335.25,25954.4,96.37,7054.46,2781.0
2019.02.21-16:00:00,1.1343,1.30544,110.662,1331.39,25875.9,96.51,7017.45,2772.75
2019.02.21-17:00:00,1.1347200000000002,1.30695,110.65899999999999,1332.03,25843.4,96.51,7017.85,2771.51
2019.02.21-18:00:00,1.13381,1.306,110.714,1330.78,25894.1,96.56,7047.32,2777.17
2019.02.21-19:00:00,1.1330200000000001,1.30372,110.79899999999999,1327.51,25907.6,96.64,7061.46,2780.1
2019.02.21-20:00:00,1.13295,1.30336,110.76700000000001,1324.86,25879.4,96.65,7051.15,2777.41
2019.02.21-21:00:00,1.13362,1.30407,110.661,1326.45,25783.3,96.61,7014.42,2766.0
2019.02.21-22:00:00,1.13383,1.3037100000000001,110.7,1323.53,25849.7,96.61,7034.9,2774.15
2019.02.21-23:00:00,1.13333,1.3036,110.69200000000001,1323.3,25850.6,96.63,7029.68,2773.13
2019.02.22-00:00:00,1.1335899999999999,1.30298,110.65899999999999,1323.3,25850.6,96.61,7029.68,2773.13
2019.02.22-01:00:00,1.1339700000000001,1.30398,110.70700000000001,1325.69,25850.6,96.61,7026.6,2773.79
2019.02.22-02:00:00,1.13392,1.30413,110.71,1325.29,25850.6,96.59,7028.98,2774.45
2019.02.22-03:00:00,1.13373,1.30367,110.704,1325.16,25850.6,96.62,7018.69,2771.13
2019.02.22-04:00:00,1.13392,1.30385,110.742,1326.08,25850.6,96.6,7016.55,2771.27
2019.02.22-05:00:00,1.13388,1.30356,110.73700000000001,1325.28,25850.6,96.62,7019.39,2771.73
2019.02.22-06:00:00,1.1336,1.30288,110.779,1324.55,25850.6,96.65,7020.7,2771.39
2019.02.22-07:00:00,1.1338,1.30336,110.755,1325.75,25850.6,96.62,7030.24,2774.19
2019.02.22-08:00:00,1.13431,1.30397,110.756,1325.53,25850.6,96.59,7037.2,2775.73
2019.02.22-09:00:00,1.13463,1.30377,110.738,1326.38,25850.6,96.54,7035.45,2775.61
2019.02.22-10:00:00,1.13483,1.30335,110.772,1326.24,25850.6,96.54,7053.69,2781.2
2019.02.22-11:00:00,1.13395,1.3018299999999998,110.834,1323.27,25850.6,96.59,7054.4,2781.55
2019.02.22-12:00:00,1.13415,1.30193,110.866,1322.8,25850.6,96.62,7064.95,2784.11
2019.02.22-13:00:00,1.13384,1.3011,110.867,1323.06,25850.6,96.62,7070.7,2785.85
2019.02.22-14:00:00,1.13267,1.29817,110.859,1323.06,25850.6,96.69,7063.95,2784.41
2019.02.22-15:00:00,1.1336,1.29938,110.689,1328.75,25850.6,96.6,7050.19,2780.6
2019.02.22-16:00:00,1.13344,1.30205,110.686,1329.12,25959.0,96.64,7070.84,2784.6
2019.02.22-17:00:00,1.13395,1.30576,110.75399999999999,1329.29,26000.7,96.44,7079.8,2787.49
2019.02.22-18:00:00,1.13404,1.30656,110.70200000000001,1330.69,26036.5,96.51,7088.2,2791.2
2019.02.22-19:00:00,1.1345299999999998,1.3067600000000001,110.57700000000001,1332.71,26015.0,96.47,7081.97,2789.87
2019.02.22-20:00:00,1.1343299999999998,1.3066,110.654,1330.01,26005.2,96.45,7081.8,2789.1
2019.02.22-21:00:00,1.1337,1.30603,110.696,1327.69,25932.9,96.47,7059.05,2782.23
2019.02.22-22:00:00,1.13319,1.30512,110.67299999999999,1328.32,26029.9,96.55,7088.9,2791.15
2019.02.22-23:00:00,1.1330799999999999,1.30494,110.595,1327.56,26031.8,96.54,7081.97,2790.85
2019.02.25-00:00:00,1.13361,1.3055299999999999,110.758,1327.56,26031.8,96.54,7081.97,2790.85
2019.02.25-01:00:00,1.1342,1.30643,110.771,1327.65,26031.8,96.49,7115.1,2799.95
2019.02.25-02:00:00,1.13476,1.3071,110.75299999999999,1329.55,26031.8,96.46,7112.7,2799.8
2019.02.25-03:00:00,1.13444,1.30674,110.676,1330.31,26031.8,96.44,7110.81,2798.95
2019.02.25-04:00:00,1.13399,1.30682,110.60799999999999,1331.37,26031.8,96.49,7103.6,2796.13
2019.02.25-05:00:00,1.13436,1.30693,110.641,1331.26,26031.8,96.46,7105.21,2797.0
2019.02.25-06:00:00,1.1339700000000001,1.30675,110.669,1330.99,26031.8,96.47,7109.2,2797.89
2019.02.25-07:00:00,1.13426,1.30703,110.62899999999999,1330.43,26031.8,96.48,7106.45,2796.71
2019.02.25-08:00:00,1.1348200000000002,1.3070899999999999,110.605,1330.51,26031.8,96.44,7115.99,2799.5
2019.02.25-09:00:00,1.13564,1.30831,110.62200000000001,1330.34,26031.8,96.37,7116.41,2800.0
2019.02.25-10:00:00,1.13445,1.30669,110.681,1328.34,26031.8,96.42,7113.33,2799.65
2019.02.25-11:00:00,1.1349200000000002,1.30811,110.68700000000001,1329.43,26031.8,96.43,7119.6,2800.45
2019.02.25-12:00:00,1.13638,1.3068,110.729,1329.76,26031.8,96.33,7128.35,2803.55
2019.02.25-13:00:00,1.13647,1.30859,110.73,1330.47,26031.8,96.34,7130.35,2803.63
2019.02.25-14:00:00,1.1357,1.3089899999999999,110.726,1330.06,26031.8,96.36,7131.88,2803.75
2019.02.25-15:00:00,1.13544,1.3066,110.807,1330.95,26031.8,96.45,7144.15,2807.15
2019.02.25-16:00:00,1.13519,1.3065200000000001,110.825,1331.06,26194.2,96.42,7144.1,2806.3
2019.02.25-17:00:00,1.13463,1.3067,110.861,1329.25,26238.1,96.48,7159.18,2812.4
2019.02.25-18:00:00,1.13446,1.30572,111.074,1327.39,26213.6,96.53,7149.73,2809.41
2019.02.25-19:00:00,1.13475,1.30826,111.189,1326.21,26166.7,96.52,7123.4,2802.8
2019.02.25-20:00:00,1.13554,1.30841,111.095,1327.23,26156.9,96.49,7129.2,2802.35
2019.02.25-21:00:00,1.13642,1.31007,111.133,1328.01,26141.3,96.42,7133.21,2801.37
2019.02.25-22:00:00,1.13612,1.3101,111.031,1326.97,26085.4,96.42,7116.69,2796.2
2019.02.25-23:00:00,1.1356600000000001,1.3096,111.059,1327.24,26092.0,96.44,7116.55,2794.79
2019.02.26-00:00:00,1.13596,1.31203,111.061,1327.24,26092.0,96.42,7116.55,2794.79
2019.02.26-01:00:00,1.13646,1.31267,111.038,1327.47,26092.0,96.41,7109.9,2794.15
2019.02.26-02:00:00,1.13612,1.31255,111.006,1327.25,26092.0,96.39,7101.2,2792.17
2019.02.26-03:00:00,1.1356700000000002,1.3128600000000001,110.912,1327.72,26092.0,96.42,7087.65,2787.13
2019.02.26-04:00:00,1.1363299999999998,1.31428,110.781,1329.6,26092.0,96.36,7080.7,2784.67
2019.02.26-05:00:00,1.13619,1.31378,110.79299999999999,1329.01,26092.0,96.35,7085.26,2786.3
2019.02.26-06:00:00,1.13583,1.31304,110.809,1328.97,26092.0,96.36,7081.13,2786.55
2019.02.26-07:00:00,1.13588,1.31287,110.785,1328.48,26092.0,96.4,7082.11,2786.9
2019.02.26-08:00:00,1.13495,1.31345,110.818,1327.62,26092.0,96.4,7082.53,2787.15
2019.02.26-09:00:00,1.13496,1.31513,110.829,1324.87,26092.0,96.39,7092.61,2789.9
2019.02.26-10:00:00,1.1354799999999998,1.31415,110.835,1325.05,26092.0,96.4,7091.63,2788.85
2019.02.26-11:00:00,1.1367200000000002,1.31819,110.835,1326.44,26092.0,96.34,7096.81,2789.91
2019.02.26-12:00:00,1.13635,1.32148,110.87100000000001,1325.88,26092.0,96.27,7099.96,2791.1
2019.02.26-13:00:00,1.1364100000000001,1.3212899999999999,110.876,1325.08,26092.0,96.33,7100.38,2790.63
2019.02.26-14:00:00,1.1364,1.3182,110.88,1323.89,26092.0,96.32,7101.57,2792.17
2019.02.26-15:00:00,1.13723,1.31803,110.681,1326.8,26092.0,96.29,7086.6,2788.0
2019.02.26-16:00:00,1.13605,1.31837,110.744,1325.56,26008.5,96.35,7111.0,2792.95
2019.02.26-17:00:00,1.13586,1.3241,110.73200000000001,1327.2,25978.7,96.32,7103.25,2790.07
2019.02.26-18:00:00,1.1373,1.3250899999999999,110.765,1326.49,26078.6,96.16,7120.75,2797.4
2019.02.26-19:00:00,1.13794,1.32513,110.71799999999999,1325.6,26070.1,96.18,7109.97,2793.41
2019.02.26-20:00:00,1.13801,1.32596,110.68299999999999,1326.67,26083.5,96.15,7120.82,2794.6
2019.02.26-21:00:00,1.13961,1.3272,110.50299999999999,1329.27,26132.2,96.0,7135.38,2799.47
2019.02.26-22:00:00,1.13917,1.3255299999999999,110.56200000000001,1328.98,26056.4,96.04,7123.8,2793.31
2019.02.26-23:00:00,1.13883,1.3251,110.57799999999999,1328.69,26058.0,96.07,7107.52,2788.29
2019.02.27-00:00:00,1.13927,1.32544,110.559,1328.69,26058.0,96.06,7107.52,2788.29
2019.02.27-01:00:00,1.13931,1.32586,110.551,1329.19,26058.0,96.0,7110.45,2788.37
2019.02.27-02:00:00,1.13905,1.3255,110.53200000000001,1328.43,26058.0,96.06,7113.61,2789.17
2019.02.27-03:00:00,1.13855,1.32483,110.601,1328.28,26058.0,96.08,7113.61,2789.17
2019.02.27-04:00:00,1.13815,1.32445,110.575,1328.41,26058.0,96.09,7113.61,2789.17
2019.02.27-05:00:00,1.1379299999999999,1.3244,110.598,1327.1,26058.0,96.12,7117.15,2790.75
2019.02.27-06:00:00,1.1376600000000001,1.32445,110.59100000000001,1327.96,26058.0,96.13,7116.15,2790.25
2019.02.27-07:00:00,1.13778,1.32465,110.568,1327.6,26058.0,96.13,7116.85,2791.1
2019.02.27-08:00:00,1.13751,1.32408,110.484,1326.43,26058.0,96.14,7097.4,2785.1
2019.02.27-09:00:00,1.13781,1.3256299999999999,110.374,1326.69,26058.0,96.08,7097.9,2784.89
2019.02.27-10:00:00,1.13942,1.32779,110.389,1326.66,26058.0,95.98,7087.5,2780.65
2019.02.27-11:00:00,1.1394799999999998,1.3281399999999999,110.42399999999999,1326.72,26058.0,95.99,7094.45,2782.43
2019.02.27-12:00:00,1.13945,1.32948,110.436,1326.65,26058.0,95.93,7101.5,2784.63
2019.02.27-13:00:00,1.1396700000000002,1.3319,110.47200000000001,1326.94,26058.0,95.91,7098.42,2784.27
2019.02.27-14:00:00,1.13832,1.332,110.557,1326.25,26058.0,95.97,7097.86,2785.31
2019.02.27-15:00:00,1.13845,1.33146,110.691,1326.2,26058.0,95.98,7092.26,2784.5
2019.02.27-16:00:00,1.13818,1.3324200000000002,110.818,1323.03,26000.4,96.02,7087.45,2787.1
2019.02.27-17:00:00,1.13814,1.33348,110.889,1323.45,25911.3,95.99,7065.94,2780.44
2019.02.27-18:00:00,1.13691,1.3318,110.927,1320.75,25961.8,96.14,7095.97,2786.37
2019.02.27-19:00:00,1.13688,1.3301399999999999,110.943,1319.26,25981.3,96.16,7100.35,2788.45
2019.02.27-20:00:00,1.13754,1.33089,110.954,1319.35,26004.4,96.12,7114.6,2791.44
2019.02.27-21:00:00,1.1369200000000002,1.3308,111.03299999999999,1319.16,26003.8,96.17,7116.55,2792.49
2019.02.27-22:00:00,1.13709,1.3305799999999999,110.98899999999999,1319.95,25987.4,96.14,7119.28,2791.94
2019.02.27-23:00:00,1.1369200000000002,1.33073,110.98899999999999,1319.62,25985.2,96.15,7120.12,2795.69
2019.02.28-00:00:00,1.1372,1.33076,110.941,1319.62,25985.2,96.14,7120.12,2795.69
2019.02.28-01:00:00,1.13795,1.33171,110.861,1321.1,25985.2,96.11,7115.08,2793.65
2019.02.28-02:00:00,1.13747,1.33139,110.84200000000001,1320.57,25985.2,96.08,7104.4,2789.95
2019.02.28-03:00:00,1.13772,1.33111,110.89,1318.25,25985.2,96.14,7112.4,2792.64
2019.02.28-04:00:00,1.13775,1.33049,110.869,1319.16,25985.2,96.09,7109.55,2791.65
2019.02.28-05:00:00,1.13775,1.32988,110.884,1318.8,25985.2,96.1,7109.15,2791.31
2019.02.28-06:00:00,1.1376600000000001,1.3302,110.87799999999999,1318.79,25985.2,96.1,7105.49,2790.17
2019.02.28-07:00:00,1.13755,1.33049,110.805,1318.32,25985.2,96.11,7092.96,2785.89
2019.02.28-08:00:00,1.13717,1.33002,110.775,1319.81,25985.2,96.1,7086.94,2784.38
2019.02.28-09:00:00,1.1381299999999999,1.32859,110.756,1321.85,25985.2,96.11,7074.8,2781.8
2019.02.28-10:00:00,1.13824,1.33038,110.8,1323.37,25985.2,96.04,7085.4,2785.53
2019.02.28-11:00:00,1.1391,1.3301100000000001,110.787,1324.71,25985.2,95.99,7087.57,2786.37
2019.02.28-12:00:00,1.1401299999999999,1.32972,110.75200000000001,1324.51,25985.2,95.92,7086.17,2785.9
2019.02.28-13:00:00,1.14168,1.33039,110.79,1325.85,25985.2,95.85,7090.02,2786.97
2019.02.28-14:00:00,1.141,1.32959,110.81200000000001,1324.5,25985.2,95.89,7096.4,2789.07
2019.02.28-15:00:00,1.13862,1.3285,111.09299999999999,1320.86,25985.2,96.07,7096.9,2789.21
2019.02.28-16:00:00,1.13831,1.32981,111.255,1317.22,26013.8,96.1,7108.01,2789.63
2019.02.28-17:00:00,1.13869,1.3299299999999998,111.29899999999999,1315.33,25941.8,96.17,7096.74,2785.59
2019.02.28-18:00:00,1.13783,1.3272899999999999,111.382,1315.18,25958.4,96.12,7115.01,2789.3
2019.02.28-19:00:00,1.13816,1.3265,111.325,1315.0,25985.8,96.17,7124.65,2792.53
2019.02.28-20:00:00,1.13801,1.32671,111.35,1314.51,25964.1,96.16,7117.65,2790.03
2019.02.28-21:00:00,1.13776,1.32677,111.405,1313.62,25930.4,96.15,7109.15,2787.03
2019.02.28-22:00:00,1.13733,1.3261,111.463,1312.65,25913.3,96.18,7101.01,2784.15
2019.02.28-23:00:00,1.137,1.32613,111.374,1313.08,25916.0,96.22,7105.77,2786.03
2019.03.01-00:00:00,1.13707,1.3261399999999999,111.37899999999999,1313.08,25916.0,96.22,7105.77,2786.03
2019.03.01-01:00:00,1.13729,1.32637,111.36,1314.31,25916.0,96.16,7101.64,2784.4
2019.03.01-02:00:00,1.13699,1.32535,111.53399999999999,1313.27,25916.0,96.22,7108.43,2786.33
2019.03.01-03:00:00,1.13719,1.32638,111.647,1314.31,25916.0,96.23,7122.45,2791.03
2019.03.01-04:00:00,1.13693,1.32606,111.75200000000001,1313.22,25916.0,96.28,7130.9,2793.48
2019.03.01-05:00:00,1.13693,1.3256700000000001,111.66799999999999,1313.08,25916.0,96.26,7136.43,2795.69
2019.03.01-06:00:00,1.1374,1.32627,111.66,1313.11,25916.0,96.23,7133.63,2794.5
2019.03.01-07:00:00,1.13704,1.3255299999999999,111.71,1311.58,25916.0,96.25,7138.95,2795.35
2019.03.01-08:00:00,1.13619,1.32457,111.822,1310.32,25916.0,96.26,7142.45,2796.85
2019.03.01-09:00:00,1.13721,1.3257700000000001,111.816,1308.94,25916.0,96.25,7141.12,2797.0
2019.03.01-10:00:00,1.13631,1.32491,111.902,1307.23,25916.0,96.32,7151.45,2799.59
2019.03.01-11:00:00,1.13601,1.32428,111.906,1307.88,25916.0,96.34,7149.31,2799.47
2019.03.01-12:00:00,1.13749,1.32427,111.85700000000001,1308.79,25916.0,96.26,7149.38,2799.98
2019.03.01-13:00:00,1.1384,1.3223799999999999,111.818,1308.7,25916.0,96.21,7151.34,2800.85
2019.03.01-14:00:00,1.13781,1.32361,111.845,1306.04,25916.0,96.18,7150.55,2801.31
2019.03.01-15:00:00,1.13816,1.32283,111.84899999999999,1305.69,25916.0,96.26,7144.97,2799.85
2019.03.01-16:00:00,1.13964,1.3272,111.867,1308.47,26124.5,96.18,7148.75,2806.28
2019.03.01-17:00:00,1.13862,1.32421,111.897,1305.49,26007.3,96.23,7131.81,2796.63
2019.03.01-18:00:00,1.1374799999999998,1.32209,111.895,1301.31,25938.5,96.36,7111.16,2789.4
2019.03.01-19:00:00,1.1365,1.32046,111.96600000000001,1298.4,25987.5,96.43,7131.04,2795.17
2019.03.01-20:00:00,1.13634,1.3198,111.959,1297.7,25987.3,96.47,7139.3,2795.88
2019.03.01-21:00:00,1.1357899999999999,1.31889,112.001,1293.27,26025.0,96.53,7151.55,2801.55
2019.03.01-22:00:00,1.1364299999999998,1.3202,111.976,1290.22,26027.3,96.5,7150.6,2803.43
2019.03.01-23:00:00,1.13625,1.3198299999999998,111.804,1293.42,26026.3,96.46,7151.65,2803.65
2019.03.04-00:00:00,1.13775,1.3232,111.823,1293.42,26026.3,96.46,7151.65,2803.65
2019.03.04-01:00:00,1.1374799999999998,1.32369,111.93299999999999,1295.24,26026.3,96.38,7199.5,2816.85
2019.03.04-02:00:00,1.13693,1.32355,111.977,1294.59,26026.3,96.42,7196.0,2815.85
2019.03.04-03:00:00,1.13685,1.32368,111.99,1296.31,26026.3,96.42,7194.74,2815.5
2019.03.04-04:00:00,1.1365100000000001,1.32369,111.98299999999999,1296.74,26026.3,96.42,7195.95,2816.43
2019.03.04-05:00:00,1.1366399999999999,1.32406,111.988,1296.64,26026.3,96.44,7201.46,2817.35
2019.03.04-06:00:00,1.1364299999999998,1.3235299999999999,111.959,1296.14,26026.3,96.44,7198.94,2816.6
2019.03.04-07:00:00,1.13622,1.3228799999999998,111.958,1294.03,26026.3,96.45,7195.15,2815.6
2019.03.04-08:00:00,1.13657,1.32292,111.958,1294.37,26026.3,96.43,7194.95,2816.0
2019.03.04-09:00:00,1.1357899999999999,1.32386,111.902,1291.23,26026.3,96.47,7189.77,2813.97
2019.03.04-10:00:00,1.13425,1.32349,111.87100000000001,1287.35,26026.3,96.57,7193.13,2814.9
2019.03.04-11:00:00,1.1342700000000001,1.32423,111.84700000000001,1287.91,26026.3,96.54,7181.75,2809.93
2019.03.04-12:00:00,1.13374,1.32171,111.85799999999999,1286.93,26026.3,96.6,7180.6,2810.57
2019.03.04-13:00:00,1.1333,1.3194299999999999,111.874,1286.17,26026.3,96.63,7185.1,2811.9
2019.03.04-14:00:00,1.13339,1.32019,111.945,1285.36,26026.3,96.66,7189.6,2812.65
2019.03.04-15:00:00,1.13426,1.32091,111.91799999999999,1286.8,26026.3,96.58,7194.35,2814.19
2019.03.04-16:00:00,1.13255,1.31928,111.949,1286.1,26093.5,96.71,7204.89,2814.9
2019.03.04-17:00:00,1.13226,1.31729,111.838,1285.52,25998.7,96.77,7171.64,2805.65
2019.03.04-18:00:00,1.1328200000000002,1.31846,111.684,1289.45,25729.2,96.71,7094.57,2778.15
2019.03.04-19:00:00,1.1332,1.31818,111.713,1286.53,25656.1,96.65,7097.44,2772.65
2019.03.04-20:00:00,1.13294,1.3175,111.74,1288.05,25744.8,96.66,7128.45,2783.4
2019.03.04-21:00:00,1.13303,1.31697,111.738,1287.0,25774.4,96.69,7129.85,2785.65
2019.03.04-22:00:00,1.13422,1.31759,111.695,1286.73,25825.7,96.61,7153.65,2792.9
2019.03.04-23:00:00,1.13395,1.31764,111.73299999999999,1286.46,25819.7,96.61,7141.75,2790.47
2019.03.05-00:00:00,1.1335600000000001,1.31746,111.741,1286.46,25819.7,96.64,7141.75,2790.47
2019.03.05-01:00:00,1.13364,1.31777,111.77799999999999,1287.04,25819.7,96.68,7140.35,2790.4
2019.03.05-02:00:00,1.1334,1.31734,111.839,1286.35,25819.7,96.68,7138.75,2789.4
2019.03.05-03:00:00,1.13333,1.31713,111.811,1287.45,25819.7,96.69,7127.4,2785.39
2019.03.05-04:00:00,1.13353,1.31711,111.884,1287.87,25819.7,96.69,7142.95,2789.95
2019.03.05-05:00:00,1.13273,1.3152,111.887,1288.28,25819.7,96.71,7145.45,2790.65
2019.03.05-06:00:00,1.13306,1.3159399999999999,111.89200000000001,1288.81,25819.7,96.72,7143.95,2789.97
2019.03.05-07:00:00,1.13287,1.31606,111.90700000000001,1288.13,25819.7,96.74,7146.25,2790.65
2019.03.05-08:00:00,1.13234,1.31564,111.917,1287.11,25819.7,96.75,7150.92,2792.31
2019.03.05-09:00:00,1.13267,1.31705,111.882,1285.03,25819.7,96.76,7152.6,2793.2
2019.03.05-10:00:00,1.13352,1.31809,111.934,1284.93,25819.7,96.73,7165.97,2797.17
2019.03.05-11:00:00,1.13271,1.31863,111.962,1284.63,25819.7,96.7,7165.2,2797.23
2019.03.05-12:00:00,1.13242,1.31589,111.95,1284.53,25819.7,96.75,7156.59,2795.4
2019.03.05-13:00:00,1.13337,1.31768,111.963,1285.83,25819.7,96.71,7156.8,2795.59
2019.03.05-14:00:00,1.13238,1.31205,111.91799999999999,1286.1,25819.7,96.78,7142.4,2791.4
2019.03.05-15:00:00,1.13307,1.31176,111.902,1285.8,25819.7,96.78,7148.75,2792.4
2019.03.05-16:00:00,1.1324,1.31388,111.838,1285.86,25755.5,96.74,7135.35,2785.95
2019.03.05-17:00:00,1.13063,1.31128,111.884,1284.14,25765.1,96.94,7154.85,2787.15
2019.03.05-18:00:00,1.12985,1.3139299999999998,111.984,1283.49,25821.2,96.91,7164.7,2791.41
2019.03.05-19:00:00,1.1297,1.31516,111.92,1282.97,25835.1,96.94,7161.63,2791.9
2019.03.05-20:00:00,1.1306100000000001,1.31704,111.84899999999999,1286.07,25816.0,96.83,7161.84,2790.2
2019.03.05-21:00:00,1.13027,1.3169799999999998,111.88799999999999,1286.7,25857.6,96.85,7177.7,2794.95
2019.03.05-22:00:00,1.1307399999999999,1.31756,111.868,1288.25,25808.4,96.84,7158.83,2789.43
2019.03.05-23:00:00,1.13077,1.31781,111.881,1287.38,25806.6,96.84,7157.01,2787.95
2019.03.06-00:00:00,1.1299,1.31477,111.884,1287.38,25806.6,96.89,7157.01,2787.95
2019.03.06-01:00:00,1.13059,1.31552,111.865,1287.87,25806.6,96.87,7150.92,2785.83
2019.03.06-02:00:00,1.13006,1.31481,111.78399999999999,1288.27,25806.6,96.91,7149.38,2785.4
2019.03.06-03:00:00,1.13027,1.31501,111.749,1287.55,25806.6,96.89,7143.71,2784.15
2019.03.06-04:00:00,1.12952,1.314,111.785,1286.59,25806.6,96.93,7146.79,2784.17
2019.03.06-05:00:00,1.12929,1.3130700000000002,111.75299999999999,1287.2,25806.6,96.97,7141.61,2782.45
2019.03.06-06:00:00,1.1298700000000002,1.31382,111.76299999999999,1287.19,25806.6,96.92,7145.15,2782.95
2019.03.06-07:00:00,1.1297700000000002,1.31361,111.803,1288.39,25806.6,96.95,7148.15,2783.91
2019.03.06-08:00:00,1.13021,1.31399,111.81,1290.37,25806.6,96.91,7152.9,2785.89
2019.03.06-09:00:00,1.13005,1.31402,111.789,1289.09,25806.6,96.89,7154.84,2785.7
2019.03.06-10:00:00,1.13067,1.3153,111.819,1287.49,25806.6,96.87,7154.28,2785.43
2019.03.06-11:00:00,1.13009,1.31472,111.861,1285.94,25806.6,96.92,7156.17,2785.9
2019.03.06-12:00:00,1.13031,1.31431,111.87299999999999,1285.31,25806.6,96.94,7157.43,2786.7
2019.03.06-13:00:00,1.13018,1.31413,111.87,1285.7,25806.6,96.91,7159.46,2788.15
2019.03.06-14:00:00,1.13026,1.31457,111.796,1286.79,25806.6,96.91,7147.98,2785.4
2019.03.06-15:00:00,1.13046,1.31364,111.794,1284.62,25806.6,96.91,7161.15,2788.4
2019.03.06-16:00:00,1.1309799999999999,1.3153700000000002,111.726,1285.76,25789.2,96.85,7152.18,2784.15
2019.03.06-17:00:00,1.1317,1.3149,111.728,1286.17,25732.8,96.79,7134.05,2779.79
2019.03.06-18:00:00,1.13182,1.3145200000000001,111.667,1286.72,25670.0,96.85,7120.95,2774.4
2019.03.06-19:00:00,1.1308,1.31647,111.691,1286.2,25649.4,96.89,7113.85,2770.9
2019.03.06-20:00:00,1.13071,1.3163200000000002,111.751,1285.66,25707.6,96.86,7127.4,2776.33
2019.03.06-21:00:00,1.13075,1.31714,111.79799999999999,1285.79,25692.5,96.87,7124.9,2774.15
2019.03.06-22:00:00,1.13111,1.31769,111.751,1287.54,25675.8,96.86,7116.5,2771.4
2019.03.06-23:00:00,1.1306,1.31697,111.76799999999999,1286.15,25673.5,96.88,7107.52,2770.4
2019.03.07-00:00:00,1.13077,1.3171,111.698,1286.15,25673.5,96.88,7107.52,2770.4
2019.03.07-01:00:00,1.13129,1.31799,111.62200000000001,1287.09,25673.5,96.87,7101.64,2767.25
2019.03.07-02:00:00,1.13116,1.31786,111.62100000000001,1287.53,25673.5,96.83,7096.11,2765.65
2019.03.07-03:00:00,1.1308200000000002,1.31752,111.62899999999999,1287.78,25673.5,96.83,7100.0,2766.5
2019.03.07-04:00:00,1.1306399999999999,1.31841,111.662,1286.77,25673.5,96.85,7103.45,2767.57
2019.03.07-05:00:00,1.1304299999999998,1.31795,111.715,1286.54,25673.5,96.88,7101.1,2766.87
2019.03.07-06:00:00,1.1304,1.31761,111.678,1286.07,25673.5,96.88,7098.1,2765.89
2019.03.07-07:00:00,1.13063,1.31813,111.70299999999999,1284.29,25673.5,96.88,7094.95,2764.89
2019.03.07-08:00:00,1.13022,1.31677,111.745,1284.59,25673.5,96.88,7094.95,2764.65
2019.03.07-09:00:00,1.13071,1.31676,111.781,1284.33,25673.5,96.88,7086.35,2762.63
2019.03.07-10:00:00,1.13111,1.31693,111.72200000000001,1286.37,25673.5,96.88,7087.64,2763.6
2019.03.07-11:00:00,1.1309200000000001,1.3165,111.70100000000001,1286.12,25673.5,96.86,7089.15,2763.55
2019.03.07-12:00:00,1.13162,1.31588,111.654,1286.23,25673.5,96.85,7094.65,2764.85
2019.03.07-13:00:00,1.13087,1.31375,111.694,1286.55,25673.5,96.89,7088.65,2763.49
2019.03.07-14:00:00,1.12885,1.31243,111.74,1287.62,25673.5,97.01,7110.9,2772.25
2019.03.07-15:00:00,1.12602,1.31177,111.719,1284.81,25673.5,97.2,7104.23,2768.6
2019.03.07-16:00:00,1.1232799999999998,1.3099399999999999,111.587,1285.13,25458.8,97.32,7049.14,2750.1
2019.03.07-17:00:00,1.12317,1.3118299999999998,111.53200000000001,1286.69,25436.8,97.28,7046.9,2750.1
2019.03.07-18:00:00,1.12135,1.31047,111.6,1284.9,25464.0,97.41,7062.35,2752.35
2019.03.07-19:00:00,1.12252,1.31282,111.62100000000001,1285.4,25544.5,97.37,7075.6,2759.13
2019.03.07-20:00:00,1.12186,1.30924,111.523,1286.06,25516.3,97.44,7047.6,2752.6
