<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.09.23	21:00:00	2995.66	2998.86	2990.44	2998.20	5188	0	70
2019.09.24	00:00:00	2999.80	3009.54	2998.10	3005.04	2284	0	70
2019.09.24	03:00:00	3005.08	3007.30	3001.20	3003.54	5325	0	70
2019.09.24	06:00:00	3003.54	3005.90	3001.08	3003.40	3633	0	70
2019.09.24	09:00:00	3003.40	3003.40	2999.18	3002.14	4678	0	70
2019.09.24	12:00:00	3002.18	3007.24	3001.86	3004.80	3180	0	70
2019.09.24	15:00:00	3004.68	3006.74	2994.62	2997.24	13015	0	70
2019.09.24	18:00:00	2997.26	2997.60	2956.50	2962.94	21221	0	70
2019.09.24	21:00:00	2962.94	2977.44	2956.30	2969.50	18914	0	70
2019.09.25	00:00:00	2969.60	2974.36	2965.24	2973.52	2688	0	70
2019.09.25	03:00:00	2973.52	2976.68	2966.10	2975.52	8353	0	70
2019.09.25	06:00:00	2975.52	2975.62	2972.70	2973.36	3558	0	70
2019.09.25	09:00:00	2973.36	2973.52	2958.10	2959.36	8161	0	70
2019.09.25	12:00:00	2959.20	2963.62	2954.26	2962.06	5745	0	70
2019.09.25	15:00:00	2961.90	2974.36	2951.62	2970.86	20567	0	70
2019.09.25	18:00:00	2971.16	2978.12	2969.68	2977.32	14814	0	70
2019.09.25	21:00:00	2977.34	2989.32	2977.32	2983.76	7912	0	70
2019.09.26	00:00:00	2984.60	2986.62	2980.64	2983.10	2115	0	70
2019.09.26	03:00:00	2983.12	2983.84	2979.50	2982.24	6281	0	70
2019.09.26	06:00:00	2982.04	2982.34	2976.50	2980.24	3554	0	70
2019.09.26	09:00:00	2980.44	2992.84	2977.38	2989.74	6721	0	70
2019.09.26	12:00:00	2989.74	2991.60	2987.50	2991.10	3662	0	70
2019.09.26	15:00:00	2991.10	2991.60	2970.46	2973.34	17288	0	70
2019.09.26	18:00:00	2973.34	2976.60	2962.30	2976.50	16461	0	70
2019.09.26	21:00:00	2976.50	2986.24	2974.70	2977.34	10815	0	70
2019.09.27	00:00:00	2978.50	2980.50	2975.90	2975.90	1309	0	70
2019.09.27	03:00:00	2975.66	2977.00	2969.22	2974.34	6771	0	70
2019.09.27	06:00:00	2974.26	2982.56	2971.74	2982.24	4032	0	70
2019.09.27	09:00:00	2982.26	2986.50	2978.96	2985.12	6003	0	70
2019.09.27	12:00:00	2985.12	2990.50	2982.70	2986.84	4463	0	70
2019.09.27	15:00:00	2986.76	2988.34	2970.74	2983.50	14273	0	70
2019.09.27	18:00:00	2983.50	2984.60	2953.56	2959.24	26928	0	70
2019.09.27	21:00:00	2959.24	2963.00	2944.02	2961.38	14455	0	70
2019.09.30	00:00:00	2974.18	2974.44	2963.50	2968.84	2408	0	70
2019.09.30	03:00:00	2968.50	2976.18	2967.30	2974.58	6832	0	70
2019.09.30	06:00:00	2974.64	2975.44	2970.70	2972.10	4420	0	70
2019.09.30	09:00:00	2972.08	2976.44	2969.52	2974.08	7755	0	70
2019.09.30	12:00:00	2974.08	2974.94	2967.58	2969.84	5388	0	70
2019.09.30	15:00:00	2969.84	2975.44	2962.72	2973.18	15568	0	70
2019.09.30	18:00:00	2973.18	2982.94	2970.46	2980.66	9216	0	70
2019.09.30	21:00:00	2980.64	2984.18	2973.46	2982.34	7915	0	70
2019.10.01	00:00:00	2983.02	2985.02	2980.90	2981.32	1599	0	70
2019.10.01	03:00:00	2981.32	2990.42	2980.54	2987.26	5498	0	70
2019.10.01	06:00:00	2987.32	2989.82	2986.66	2987.70	3388	0	70
2019.10.01	09:00:00	2987.68	2992.42	2982.92	2985.84	6959	0	70
2019.10.01	12:00:00	2985.90	2985.92	2980.90	2982.68	6327	0	70
2019.10.01	15:00:00	2982.52	2992.18	2961.00	2961.62	20017	0	70
2019.10.01	18:00:00	2961.62	2963.78	2937.74	2939.56	21079	0	70
2019.10.01	21:00:00	2939.54	2949.12	2935.50	2940.88	13762	0	70
2019.10.02	00:00:00	2938.54	2944.84	2937.90	2944.84	1856	0	70
2019.10.02	03:00:00	2944.50	2947.84	2939.54	2941.74	5981	0	70
2019.10.02	06:00:00	2941.84	2944.40	2941.24	2942.14	2845	0	70
2019.10.02	09:00:00	2942.14	2942.64	2920.90	2923.34	9518	0	70
2019.10.02	12:00:00	2923.34	2925.26	2915.86	2924.10	6827	0	70
2019.10.02	15:00:00	2924.14	2926.40	2886.62	2890.76	23527	0	70
2019.10.02	18:00:00	2890.74	2895.34	2872.98	2879.60	23827	0	70
2019.10.02	21:00:00	2879.52	2896.00	2877.00	2882.56	17357	0	70
2019.10.03	00:00:00	2882.78	2890.74	2881.10	2885.98	2945	0	70
2019.10.03	03:00:00	2885.70	2891.78	2881.82	2888.64	7493	0	70
2019.10.03	06:00:00	2888.64	2891.14	2885.84	2887.48	4075	0	70
2019.10.03	09:00:00	2887.30	2894.38	2881.34	2890.28	11417	0	70
2019.10.03	12:00:00	2890.14	2892.88	2877.94	2880.28	7508	0	70
2019.10.03	15:00:00	2880.00	2891.54	2855.70	2880.90	25051	0	70
2019.10.03	18:00:00	2880.98	2908.14	2878.10	2907.28	22444	0	70
2019.10.03	21:00:00	2907.28	2912.88	2898.00	2911.36	8973	0	70
2019.10.04	00:00:00	2911.12	2912.68	2907.36	2907.46	1746	0	70
2019.10.04	03:00:00	2907.48	2910.38	2906.00	2907.74	5113	0	70
2019.10.04	06:00:00	2907.54	2918.56	2906.98	2913.36	3966	0	70
2019.10.04	09:00:00	2913.36	2913.58	2904.02	2905.64	9911	0	70
2019.10.04	12:00:00	2905.34	2906.24	2898.78	2902.24	6042	0	70
2019.10.04	15:00:00	2902.10	2934.18	2900.10	2925.68	21531	0	70
2019.10.04	18:00:00	2925.72	2940.38	2924.10	2937.48	11983	0	70
2019.10.04	21:00:00	2937.64	2953.44	2936.48	2950.54	7512	0	70
2019.10.07	00:00:00	2934.82	2943.62	2934.60	2940.56	2721	0	70
2019.10.07	03:00:00	2940.56	2943.06	2935.66	2937.80	5281	0	70
2019.10.07	06:00:00	2937.78	2940.70	2937.10	2940.06	2545	0	70
2019.10.07	09:00:00	2940.06	2943.80	2935.90	2936.60	8541	0	70
2019.10.07	12:00:00	2936.52	2947.50	2936.16	2944.46	6095	0	70
2019.10.07	15:00:00	2944.30	2948.86	2935.10	2948.06	13645	0	70
2019.10.07	18:00:00	2948.10	2959.66	2945.08	2958.86	13578	0	70
2019.10.07	21:00:00	2958.90	2959.50	2935.76	2936.30	13468	0	70
2019.10.08	00:00:00	2935.56	2938.90	2934.30	2937.64	1591	0	70
2019.10.08	03:00:00	2937.64	2948.00	2936.94	2947.44	6928	0	70
2019.10.08	06:00:00	2947.46	2950.24	2944.50	2946.94	3720	0	70
2019.10.08	09:00:00	2947.08	2950.72	2933.30	2935.64	10766	0	70
2019.10.08	12:00:00	2935.64	2936.94	2911.10	2919.44	13066	0	70
2019.10.08	15:00:00	2919.10	2922.20	2897.28	2908.24	21884	0	70
2019.10.08	18:00:00	2908.14	2917.50	2895.34	2912.88	19497	0	70
2019.10.08	21:00:00	2912.92	2925.14	2891.44	2894.34	20299	0	70
2019.10.09	00:00:00	2893.80	2895.64	2888.14	2891.74	2692	0	70
2019.10.09	03:00:00	2891.94	2903.18	2891.74	2902.34	7303	0	70
2019.10.09	06:00:00	2902.22	2903.18	2896.56	2899.08	4146	0	70
2019.10.09	09:00:00	2898.70	2908.18	2892.08	2906.22	11516	0	70
2019.10.09	12:00:00	2906.24	2922.40	2905.68	2920.14	13671	0	70
2019.10.09	15:00:00	2919.88	2920.78	2907.62	2913.74	18800	0	70
2019.10.09	18:00:00	2913.76	2924.34	2906.58	2919.98	13478	0	70
2019.10.09	21:00:00	2920.06	2929.14	2915.14	2920.48	11839	0	70
2019.10.10	00:00:00	2922.40	2923.24	2881.78	2899.70	8573	0	70
2019.10.10	03:00:00	2899.30	2922.64	2886.98	2915.42	17042	0	70
2019.10.10	06:00:00	2915.10	2917.22	2911.10	2916.14	4047	0	70
2019.10.10	09:00:00	2915.76	2920.74	2907.10	2915.94	13218	0	70
2019.10.10	12:00:00	2915.94	2923.24	2909.14	2912.50	8955	0	70
2019.10.10	15:00:00	2912.58	2944.14	2912.12	2944.14	20475	0	70
2019.10.10	18:00:00	2944.14	2948.48	2932.28	2940.24	14286	0	70
2019.10.10	21:00:00	2940.10	2953.98	2926.50	2949.98	16240	0	70
2019.10.11	00:00:00	2948.56	2957.14	2943.24	2947.20	3399	0	70
2019.10.11	03:00:00	2946.90	2948.70	2942.16	2947.56	8304	0	70
2019.10.11	06:00:00	2947.56	2956.30	2947.56	2953.28	5288	0	70
2019.10.11	09:00:00	2953.56	2966.26	2948.30	2966.20	11893	0	70
2019.10.11	12:00:00	2966.22	2974.10	2965.84	2970.48	8406	0	70
2019.10.11	15:00:00	2970.76	2986.00	2966.38	2983.72	15943	0	70
2019.10.11	18:00:00	2983.70	2993.76	2967.70	2988.06	17436	0	70
2019.10.11	21:00:00	2987.92	2992.96	2964.16	2971.06	14437	0	70
2019.10.14	00:00:00	2972.86	2982.78	2972.50	2982.78	2652	0	70
2019.10.14	03:00:00	2982.78	2983.18	2969.90	2977.44	7775	0	70
2019.10.14	06:00:00	2977.44	2981.18	2974.02	2975.44	3768	0	70
2019.10.14	09:00:00	2975.54	2977.52	2965.30	2970.18	8433	0	70
2019.10.14	12:00:00	2970.18	2970.68	2954.94	2966.02	9007	0	70
2019.10.14	15:00:00	2966.38	2972.58	2961.98	2972.44	13598	0	70
2019.10.14	18:00:00	2972.38	2973.18	2965.68	2970.18	8502	0	70
2019.10.14	21:00:00	2970.02	2971.94	2964.36	2966.96	6063	0	70
2019.10.15	00:00:00	2967.58	2974.58	2967.30	2973.74	1706	0	70
2019.10.15	03:00:00	2973.32	2974.48	2968.42	2973.08	6975	0	70
2019.10.15	06:00:00	2972.90	2977.32	2970.46	2976.34	3303	0	70
2019.10.15	09:00:00	2976.52	2983.34	2975.78	2977.84	9009	0	70
2019.10.15	12:00:00	2978.08	2980.84	2972.30	2974.86	7368	0	70
2019.10.15	15:00:00	2974.82	3001.24	2973.06	3001.24	12480	0	70
