<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.11.26	15:00:00	98.21	98.30	98.17	98.26	1167	0	2
2019.11.26	18:00:00	98.27	98.27	98.17	98.17	742	0	2
2019.11.26	21:00:00	98.17	98.20	98.14	98.17	420	0	2
2019.11.27	03:00:00	98.21	98.24	98.20	98.22	404	0	2
2019.11.27	06:00:00	98.23	98.28	98.23	98.25	265	0	2
2019.11.27	09:00:00	98.25	98.32	98.24	98.25	785	0	2
2019.11.27	12:00:00	98.26	98.28	98.22	98.23	747	0	2
2019.11.27	15:00:00	98.22	98.37	98.20	98.34	1387	0	2
2019.11.27	18:00:00	98.34	98.36	98.27	98.30	707	0	2
2019.11.27	21:00:00	98.31	98.35	98.26	98.32	571	0	2
2019.11.28	03:00:00	98.32	98.32	98.25	98.28	193	0	2
2019.11.28	06:00:00	98.28	98.29	98.23	98.25	243	0	2
2019.11.28	09:00:00	98.26	98.27	98.19	98.23	808	0	2
2019.11.28	12:00:00	98.23	98.34	98.22	98.31	725	0	2
2019.11.28	15:00:00	98.30	98.32	98.27	98.30	569	0	2
2019.11.28	18:00:00	98.29	98.31	98.27	98.29	191	0	2
2019.11.29	03:00:00	98.27	98.27	98.24	98.26	202	0	2
2019.11.29	06:00:00	98.25	98.27	98.24	98.26	253	0	2
2019.11.29	09:00:00	98.27	98.34	98.24	98.32	778	0	2
2019.11.29	12:00:00	98.32	98.39	98.30	98.37	699	0	2
2019.11.29	15:00:00	98.38	98.49	98.15	98.15	1527	0	2
2019.11.29	18:00:00	98.15	98.25	98.15	98.17	1020	0	2
2019.12.02	03:00:00	98.24	98.27	98.23	98.26	360	0	2
2019.12.02	06:00:00	98.25	98.26	98.23	98.26	203	0	2
2019.12.02	09:00:00	98.25	98.30	98.21	98.27	859	0	2
2019.12.02	12:00:00	98.26	98.31	98.21	98.21	928	0	2
2019.12.02	15:00:00	98.21	98.21	97.85	97.89	2011	0	2
2019.12.02	18:00:00	97.88	97.89	97.74	97.81	1064	0	2
2019.12.02	21:00:00	97.81	97.84	97.75	97.80	405	0	2
2019.12.03	03:00:00	97.86	97.88	97.84	97.84	274	0	2
2019.12.03	06:00:00	97.84	97.87	97.82	97.82	323	0	2
2019.12.03	09:00:00	97.81	97.82	97.70	97.71	1006	0	2
2019.12.03	12:00:00	97.71	97.81	97.68	97.74	1486	0	2
2019.12.03	15:00:00	97.75	97.79	97.63	97.66	1397	0	2
2019.12.03	18:00:00	97.67	97.69	97.58	97.65	779	0	2
2019.12.03	21:00:00	97.65	97.69	97.65	97.67	427	0	2
2019.12.04	03:00:00	97.66	97.70	97.65	97.67	324	0	2
2019.12.04	06:00:00	97.67	97.72	97.67	97.70	261	0	2
2019.12.04	09:00:00	97.70	97.74	97.57	97.69	1682	0	2
2019.12.04	12:00:00	97.69	97.71	97.58	97.60	998	0	2
2019.12.04	15:00:00	97.59	97.61	97.34	97.52	2140	0	2
